1 | Basic Accounting Concepts 11 | Financial Transactions and Fraud Schemes | Basic Accounting Concepts | 16 | 10 | Historical Cost | Fisher, a Certified Fraud Examiner was hired to look at certain assets of ABC Company, which may be fraudulently overvalued by management. Fisher determined that the building cost $11.5 million, has a tax value of $11,250,000, and a recent appraisal for $14 million What generally accepted accounting principle governs how this land should be carried on ABC Company's books? | The historical cost principle | The value-added principle | The first-in-first-out principle | The market-to-market principle | Historical Cost Although | Historical Cost Although some exceptions exist, historical cost is, generally, the proper basis for the recording of assets, expenses, equities, etc. For example, a piece of operational machinery should be shown on the balance sheet at initial acquisition cost and not at current market value or an estimated replacement value. | 
43 | Securities Fraud 28 | Financial Transactions and Fraud Schemes | Securities Fraud | 64 | 1 | Front Running — Dual Trading | A financial advisor knows of a large order to sell a particular security. Knowing the order will certainly cause the stock price to fall, the advisor sells his shares of the stock at the higher price before he places the customer's order. This practice is called: | Front running | Conversion | Parking | Churning | Front Running — Dual Trad | Front Running — Dual Trading Front running an order is a type of insider trading. Although it usually will not cause a direct loss to the customer, it could, and is a violation of exchange rules. Front running involves the use for profit of the privileged knowledge of a customer’s order to buy or sell a large amount of a commodity, options, or security that, because of its size, is likely to move the market. Back office personnel could have knowledge of such an order and buy or sell for their own account ahead of the customer. Because order fillers on the exchange floor are allowed to trade for their own account and fill orders for customers (dual trading) they also have an opportunity.   Financial Transactions  Securities Fraud 2011 Fraud Examiners Manual   1.1535 Consider the following scenario: an order is received from a hedger to sell 500 December cattle futures contracts at the market. If the order filler knows that current market conditions are such that this order will move the market significantly lower, it would be very tempting to sell a few contracts for himself and profit from the market decline when he executes the customer order. Order fillers are required to operate in the best interest of the customer and “work” the order to get the best price. However, once the trader has established his short position, it is really in his own interest to drive the market as far down as possible when executing the 500 contract sell order. In this situation, the order filler may not give his best efforts and could hurt the customer. | 
44 | Securities Fraud 29 | Financial Transactions and Fraud Schemes | Securities Fraud | 3 | 1 | Securities Act of 1933 | The Securities Act of 1933 is also known as the __________________. | Truth in Securities Act | Investment Fraud Prevention Act | Truth in Lending Act | SEC Creation Act | Securities Act of 1933 Co | Securities Act of 1933 Concern over the 1929 stock market crash and over the manipulation of the securities markets precipitated the need for federal intervention. In 1933, the Securities Act was enacted to regulate the public offering of securities and protect investors. The 1933 Act, sometimes known as the “Truth in Securities Act,” defines securities to include: | 
45 | Securities Fraud 32 | Financial Transactions and Fraud Schemes | Securities Fraud | 14 | 1 | Protections for Corporate Whistleblowers Under Sarbanes-Oxley | Section 1107 of Sarbanes-Oxley, codified in Title 18, U.S.C., å¤ 1513, makes it a crime to knowingly, with the intent to retaliate, take any harmful action against a person for providing truthful information relating to the commission or possible commission of any _____________ offense. | Federal | Mail fraud | Securities | Money laundering | CIVIL LIABILITY WHISTLEBL | CIVIL LIABILITY WHISTLEBLOWER PROTECTION Section 806 of the Act, which is codified at Title 18, U.S.C., § 1514A, creates civil liability for companies that retaliate against whistleblowers. It should be noted that this provision does not provide universal whistleblower protection; it  only protects employees of publicly traded companies. Section 806 makes it unlawful to fire, demote, suspend, threaten, harass, or in any other manner discriminate against an employee for providing information or aiding in an investigation of securities fraud. In order to trigger § 806 protections, the employee must report the suspected misconduct to a federal regulatory or law enforcement agency, a member of Congress or a committee of Congress, or a supervisor. Employees are also protected against retaliation for filing, testifying in, participating in, or otherwise assisting in a Securities Fraud  Financial Transactions   1.1510                           2011 Fraud Examiners Manual  proceeding filed or about to be filed relating to an alleged violation of securities laws or  SEC rules. | 
46 | Securities Fraud 4 | Financial Transactions and Fraud Schemes | Securities Fraud | 17 | 1 | Self-Regulatory Organizations | The Financial Industry Regulatory Authority (FINRA) is an example of a/an | Self-regulatory organization | Commodities futures trading organization | Investment company | Stock exchange | Self-Regulatory Organizat | Self-Regulatory Organizations SEC delegates significant regulatory authority to “self-regulatory organizations” (SROs). SROs oversee the markets they operate and police the member firms participating in those markets. SROs create and enforce rules dealing with such areas as securities listings, exchange and settlement procedures, and member qualifications.  The Maloney Act of 1938 amended the Securities Exchange Act of 1934 to allow the National Association of Securities Dealers (NASD) to regulate the business of members subject to Securities and Exchange Commission oversight.   In 2007, the Financial Industry Regulatory Authority (FINRA) was created through the consolidation of NASD and the member regulation, enforcement, and arbitration functions of the New York Stock Exchange. FINRA is dedicated to investor protection and market integrity through effective and efficient regulation and complementary compliance and technology-based services. | 
47 | Securities Fraud 6 | Financial Transactions and Fraud Schemes | Securities Fraud | 75 | 1 | Disclosures (Misrepresentations and Omissions) | To determine if a misrepresentation is ___________________, the fraud examiner should ask, "Would a reasonable investor wish to know this information in order to make an informed decision?" | Material | Promotional | Relevant | Privileged | As a general rule, the ex | As a general rule, the examiner or investigator needs to determine the answer to the following question: Would a reasonable investor wish to know this information in order to make an informed decision? If the answer is “yes,” then this information, or the lack thereof, has a high likelihood of being deemed material. (If an actual investor acted based on the misrepresentation, that clearly strengthens the case, but it is not essential that the false or misleading statement influenced an investor, merely that a reasonable investor could have been so influenced.) | 
48 | Tax Fraud 19 | Financial Transactions and Fraud Schemes | Tax Fraud | 38 | 12 | Mental Illness | Which of the following is an appropriate defense to tax fraud penalties? | Mental illness | Amended return | Bankruptcy | Death of the taxpayer | Mental Illness This defen | Mental Illness This defense is applicable in regard to the time the return was prepared. | 
49 | Tax Fraud 2 | Financial Transactions and Fraud Schemes | Tax Fraud | 50 | 1 | Circumstantial Evidence | Illicit income might be considered ____________ evidence of tax fraud. | Circumstantial | Unreliable | Questionable | Demonstrative | Circumstantial Evidence C | Circumstantial Evidence Certain circumstances constitute circumstantial evidence of tax fraud, including: • Illicit income, which can be proved by showing that the subject’s assets or expenditures for a given period exceed that which can be accounted for from admitted sources of income  • Income in excess of deposits (e.g., audits of service industry people in Texas led to assessments of several thousand dollars in back taxas and penalties) | 
50 | Tax Fraud 9 | Financial Transactions and Fraud Schemes | Tax Fraud | 32 | 5 | No Deficiency | If a taxpayer receives a tax deficiency notice from the Internal Revenue Service, which of the following is the best defense against a tax fraud charge, assuming the facts will support the defense? | There is no deficiency | Reliance on an attorney | Ignorance of the law | Reliance on an accountant | No Deficiency To prove in | No Deficiency To prove innocence of tax fraud matters, the defendant can establish that there is no deficiency. If there is no deficiency, there is no tax liability.  Tax Fraud  Financial Transactions   1.1410                           2011 Fraud Examiners Manual | 
51 | Theft of Intellectual Property 11 | Financial Transactions and Fraud Schemes | Theft of Intellectual Property | 166 | 1 | Document Classification | Document classification is an important part of any plan to safeguard valuable corporate information. It is recommended that trade secrets be classified as which of the following: | Authorized access only | For your eyes only | Private | Restrictred | Document Classification D | Document Classification Document classification is also an important area in a protection plan. Working closely with each department, proprietary documents should be classified according to the level of security that best meets the company’s need s. For instance, documents may be labeled “private” for personnel matters and move up to “restricted” for pricing or marketing information. Trade secrets or highly sensitive information might be labeled “authorized access only.” Notes and drafts of documents should also be safeguarded or destroyed when the final document is completed. | 
52 | Criminology 14 | Fraud Prevention and Deterrence | Criminology | 1 | 1 | Behavioral Analysis and the Detection of Fraud | Funds are missing from the bank account of ABC Co. The fraud examiner assigned to the case begins thinking, "Who had the opportunity and the motive to get at this money"? Probably unknowingly, the fraud examiner is performing a __________________ analysis. | Behaviorist | Theorist | Empirical | Categorical | Behavioral Analysis and t | Behavioral Analysis and the Detection of Fraud When a detective searches for a suspect’s motive, the detective is using behaviorist methods of analysis. The suspect, it is assumed, was stimulated by some arrangement of factors. Many courses in criminology are built around the fundamental premise that crimes are particular sorts of behavior and best understood as the product of operant conditioning. Fraud examiners often use the same methods in approaching a case. When money is missing, the examiner traces the known flow of funds and then asks, “Who had the opportunity and the motive to get at this money?” Even without being conscious of the fact, the examiner is performing a behaviorist analysis on the crime. | 
53 | Criminology 3 | Fraud Prevention and Deterrence | Criminology | 1 | 1 | Behavioral Analysis and the Detection of Fraud | Behavioral studies show that ________________ is the least effective method of changing behavior. | Punishment | Rewards | Positive reinforcement | Conditioning | Behavioral studies such a | Behavioral studies such as those conducted by Skinner show that punishment is the least effective method of changing behavior. Punishing brings “a temporary suppression of the behavior,” but only with constant supervision and application. In repeated experiments, Skinner found that punishment — either applying a negative stimulus, or taking away a positive one — effectively extinguished a subject’s behavior, but that the behavior returned “when the punishment was discontinued... and eventually all responses came out” again. The subject would suppress the behavior as long as the punishment was applied directly and continually, but as soon as the punishment was withdrawn for a while, the behavior was attempted again; if there was no punishment following the attempt, the subject began to behave as before. | 
54 | Ethics for Fraud Examiners 3 | Fraud Prevention and Deterrence | Ethics for Fraud Examiners | 13 | 1 | Professional Admission Standards | How many years of professional experience are required in order to be awarded the Certified Fraud Examiner designation? | Two | Four | One | Three | Experience is required fo | Experience is required for many, but not all, professional licenses and certifications. Experience of one or two years is required in most states for the CPA certificate. Experience is required to obtain the Certified Internal Auditor designation. Designation as a Certified Fraud Examiner requires at least two years of experience in combination with other qualifications. | 
55 | Ethics for Fraud Examiners 4 | Fraud Prevention and Deterrence | Ethics for Fraud Examiners | 41 | 1 | Complete Reporting of Material Matters | Under the ACFE Code of Professional Ethics, evidence and conclusions are considered __________________ if knowledge of them would affect clients' decisions based on a Certified Fraud Examiner's report. | Material | Extraneous | Confidential | Opinions | ACFE Code of Professional | ACFE Code of Professional Ethics   Fraud Prevention and Deterrence 4.1020   2011 Fraud Examiners Manual     Evidence and conclusions are material if knowledge of them would affect clients’ decisions based on a Certified Fraud Examiner’s report. Materiality  is a user-oriented concept. If matters omitted from a report were known to the users, and their own perceptions and conclusions would be different in light of this knowledge, the omitted information is material. Certified Fraud Examiners are placed in the difficult position of determining not what they themselves consider important and material, but rather what they think users will consider important and material. They need to project a decision-making process onto the users instead of simply being introspective. | 
56 | Fraud Prevention Programs 19 | Fraud Prevention and Deterrence | Fraud Prevention Programs | 6 | 1 | Control Environment | The COSO report suggests that ___________________ be responsible for the control environment of an organization. | Upper management | Individual employees | Middle management | Department heads | COSO envisions that upper | COSO envisions that upper management will be  responsible for the control environment of organizations. Employees look to management for guidance in most business affairs, and organizational ethics are no different. It is important for upper management to operate in an ethical manner, and it is equally important for employees to view management in a positive light. Managers must set an appropriate moral tone for the operations of an organization. | 
57 | Fraud Risk Assessment 11 | Fraud Prevention and Deterrence | Fraud Risk Assessment | 64 | 1 | Transfer the Risk | In response to a risk identified during a fraud risk assessment, management may decide to purchase fidelity insurance or a bond to help protect the company against the associated risk of loss. This response is known as: | Transferring the risk | Avoiding the risk | Assuming the risk | Mitigating the risk | Transfer the Risk  Manage | Transfer the Risk  Management may transfer some or all of the risk by purchasing fidelity insurance or a bond. The cost to the organization is the premium paid for the insurance or bond. The covered risk of loss is then transferred to the insurance company, less any deductible payment included in the contract. | 
58 | Fraud Risk Assessment 22 | Fraud Prevention and Deterrence | Fraud Risk Assessment | 5 | 1 | The Effectiveness of Internal Controls Within the Business Processes | __________________ controls are designed to stop something bad from happening before it occurs, while _________________ controls are designed to identify something bad that has already occurred. | Preventive; detective | Detective; investigative | Investigative; detective | Investigative; deterrent | The Effectiveness of Inte | The Effectiveness of Internal Controls Within the Business Processes  A good system of internal controls, with the right balance of preventive and detective controls, can greatly reduce an organization’s vulnerability to fraud. Preventive controls  are those manual or automated processes that stop something bad from happening before it occurs. Detective controls  can also be manual or automated, but are designed to identify something bad that has already occurred. No system of internal controls can fully eliminate the risk of fraud, but well-designed and effective internal controls can deter the average fraudster by reducing the opportunity to commit the fraud. | 
59 | Fraud Risk Assessment 24 | Fraud Prevention and Deterrence | Fraud Risk Assessment | 46 | 1 | REGULATORY AND LEGAL MISCONDUCT | Theft of competitor trade secrets, anti-competitive practices, environmental violations, and trade and customs regulations in areas of import and export are all fraud risks pertaining to: | Regulatory and legal misconduct | Asset misappropriation | Fraudulent financial reporting | Reputation risk | REGULATORY AND LEGAL MISC | REGULATORY AND LEGAL MISCONDUCT  Regulatory and legal misconduct includes a wide range of risks, such as conflicts of interest, insider trading, theft of competitor trade secrets, anti-competitive practices, environmental violations, and trade and customs regulations in areas of import and export. Depending on the particular organization and the nature of its business, some or all of these risks may be applicable and should be considered in the fraud risk assessment process. | 
60 | Fraud Risk Assessment 28 | Fraud Prevention and Deterrence | Fraud Risk Assessment | 63 | 1 | Avoid the Risk | In response to a risk identified during a fraud risk assessment, management may decide to eliminate an asset or exit an activity if the control measures required to protect the organization against the identified threat are too expensive. This response is known as: | Avoiding the risk | Transferring the risk | Mitigating the risk | Assuming the risk | Avoid the Risk  Managemen | Avoid the Risk  Management may decide to avoid the risk by eliminating an asset or exiting an activity if the control measures required to protect the organization against an identified threat are too expensive. This approach requires the fraud risk assessment team to complete a cost-benefit analysis of the value of the asset or activity to the organization compared to the cost of implementing measures to protect the asset or activity. | 
61 | Fraud Risk Assessment 31 | Fraud Prevention and Deterrence | Fraud Risk Assessment | 1 | 1 | What is Fraud Risk? | The risk that an organization may be victimized by an individual who is able to overcome the three elements of the fraud triangle is called | Fraud risk | Environmental risk | Audit risk | Insider Risk | What Is Fraud Risk? Cress | What Is Fraud Risk? Cressey’s fraud triangle teaches us that there are three interrelated elements that enable someone to commit fraud: the motive  that drives a person to want to commit the fraud, the opportunity  that enables him to commit the fraud, and the ability to rationalize  the fraudulent behavior. The vulnerability that an organization has to those capable of overcoming all three elements of the fraud triangle is fraud risk. Fraud risk can come from sources both internal and external to the organization. | 
62 | Fraud Risk Assessment 4 | Fraud Prevention and Deterrence | Fraud Risk Assessment | 7 | 1 | What is a Fraud Risk Assessment? | _____________________ is a process aimed at proactively identifying and addressing an organization's vulnerabilities to internal and external fraud | A fraud risk assessment | A fraud examination | An internal control audit | A management assessment | What Is a Fraud Risk Asse | What Is a Fraud Risk Assessment?  Fraud risk assessment  is a process aimed at proactively identifying and addressing an organization’s vulnerabilities to internal and external fraud. As every organization is different, the fraud risk assessment process is often more an art than a science. What gets evaluated and how it gets assessed should be tailored to the organization — there is no one-size-fits-all approach. Additionally, organizational fraud risks continually change. It is therefore important to think about a fraud risk assessment as an ongoing, continuous process, rather than just an activity. | 
63 | Fraud Risk Assessment 8 | Fraud Prevention and Deterrence | Fraud Risk Assessment | 65 | 2 | Mitigate the Risk | In response to a risk identified during a fraud risk assessment, management may decide to implement appropriate countermeasures, such as prevention and detection controls. This response is known as: | Mitigating the risk | Transferring the risk | Avoiding the risk | Assuming the risk | Mitigate the Risk  Manage | Mitigate the Risk  Management can help mitigate the risk by implementing appropriate countermeasures, such as prevention and detection controls. The fraud risk assessment team should evaluate each countermeasure to determine if it is cost effective and reasonable given the probability of occurrence and impact of loss. | 
64 | Fraud Risk Assessment 9 | Fraud Prevention and Deterrence | Fraud Risk Assessment | 31 | 1 | Focus Groups | ______________________ enable the fraud risk assessor to observe the interactions of employees as they discuss a question or issue. | Focus groups | Surveys | Anonymous feedback mechanisms | Interviews | Focus Groups  Focus group | Focus Groups  Focus groups enable the assessor to observe the interactions of employees as they discuss a question or issue. Some topics may lend themselves to being discussed in an open forum in which people feel comfortable among their colleagues. Additionally, when discussing tough or thorny issues in a group, an anonymous, real-time voting tool can be an effective way of opening up a dialogue among the participants. | 
65 | Occupational Fraud 11 | Fraud Prevention and Deterrence | Occupational Fraud | 26 | 2 | Measuring the Cost of Occupational Fraud | According to the 2010 Report to the Nations, Certified Fraud Examiners estimate organizations lose __________ percent of revenues to fraud and abuse each year. | 5 | 4 | 10 | 2 | We asked each CFE who par | We asked each CFE who participated in our survey to provide his best estimate of the percentage of annual revenues that the typical organization loses to fraud in a given year. Fraud Prevention and Deterrence  Occupational Fraud 2011 Fraud Examiners Manual    4.621  The median response was that the average organization annually loses 5% of its revenues to fraud. Applying this percentage to the 2009 estimated Gross World Product of $58.07 trillion would result in a projected total global fraud loss of more than $2.9 trillion. | 
66 | Occupational Fraud 28 | Fraud Prevention and Deterrence | Occupational Fraud | 31 | 2 | Detection of Fraud Schemes | According to the 2010 Report to the Nations, which of the following is the most common fraud detection method? | Tip | Accident | External audit | Notified by law enforcement | Detection of Fraud Scheme | Detection of Fraud Schemes One of the principal goals of our research is to identify how past frauds were detected so that organizations can apply that knowledge to their future anti-fraud efforts. Tips were by far the most common detection method in our study, catching nearly three times as many frauds as any other form of detection. This is consistent with the findings in our prior reports. Tips have been far and away the most common means of detection in every study since 2002, when we began tracking the data. | 
67 | Organizational Crime 22 | Fraud Prevention and Deterrence | Organizational Crime | 0 | 1 | ORGANIZATIONAL CRIME | White-collar offenses by organizations are more likely to be punished by | Administrative and/or civil penalties | Administrative penalties | Criminal penalties | Civil penalties | Organizational crime occu | Organizational crime occurs in the context of  complex relationships and expectations among boards of directors, executives, and managers on the one hand, and among parent corporations, corporate divisions, and subsidiaries on the other. White-collar crime is distinguished from lower socioeconomic crimes in terms of the structure of the violation and the fact that administrative and civil penalties are more likely to be used as punishment than are criminal penalties. | 
68 | Organizational Crime 27 | Fraud Prevention and Deterrence | Organizational Crime | 3 | 1 | Clinard and Yeager | Two criminologists conducted a comprehensive study of Fortune 500 companies. They discovered that 60 percent of the firms had at least one white-collar crime case filed against them in the two-year period of the study. These two criminologists are: | Clinard and Yeager | Weisburd and Bode | Hagan and Nagel | Albonetti and Wheeler | Clinard and Yeager In a c | Clinard and Yeager In a comprehensive study of corporate law-breaking, Marshall Clinard (a recipient of the Association’s Donald Cressey Award) and Peter Yeager examined over a two-year period the records of 562 companies (477 of which were on the Fortune 500  list) and found that l,553 white-collar crime cases had been filed against them. Some 60 percent of the firms had at least one case against them; for those companies, the average number of violations was 4.4. The oil, pharmaceutical, and motor vehicle industries were the most likely to be charged for wrongdoing, a matter that may be a function of enforcement priorities or a true reflection of their activities. | 
69 | Organizational Crime 28 | Fraud Prevention and Deterrence | Organizational Crime | 26 | 1 | Probation | Under the Corporate Sentencing Guidelines, a corporation convicted of a felony is required to serve a probation between: | One and five years | One and ten years | One and three years | Five and ten years | When the offending organi | When the offending organization has committed a felony, probation must run for at least one year. In no case may probation run for more than five years. The Guidelines also recommend conditions for probation in various circumstances. These conditions include:  • Publicizing the nature of the offense, the organization’s conviction, the punishment imposed, and the steps taken to prevent the recurrence of a similar offense • Providing periodic reports to the court of the organization’s financial condition and expenses • Requiring the organization to submit to examinations of the organization’s business records and to interviews of knowledgeable employees • Requiring the organization to notify the court upon learning of a material adverse change to its financial condition or the commencement of any major legal proceedings, including bankruptcy, or any investigation by authorities • Requiring periodic payments under the court’s specifications, with priority in the order of restitution, fine, and any other monetary sanction • Developing a program to avoid violations of law and a schedule to implement it • Notifying the organization’s employees and shareholders of its violation and its program to avoid and detect violations of law Organizational Crime  Fraud Prevention and Deterrence 4.524   2011 Fraud Examiners Manual     • Reporting to the court on the organization’s implementation of a program to avoid and detect violations of law and disclosing any investigation by authorities | 
70 | Punishment 9 | Fraud Prevention and Deterrence | Punishment | 14 | 1 | Parole | In the area of criminal justice, _______________________ is the planned release and community supervision of incarcerated offenders before the actual expiration of their prison sentence. | Parole | Pardon | Probation | Community release | Parole  Parole (derived f | Parole  Parole (derived from the French and meaning “word,” as in “word of honor”) is the planned release and community supervision of offenders before the expiration of their sentence. Under most state laws, an offender is eligible for parole after serving one-third of his sentence. Parole decisions usually are made by a board or a commission, based on its members’ conclusion regarding whether the offe nder will remain at liberty without violating the law. There is pressure on parole board members to be notably conservative in their actions, because any repetition of an offense by someone they release, particularly if the offense is heinous, will trigger community outrage against the board. On the other hand, overcrowded prison conditions dictate early release to make room for newcomers. | 
71 | White-Collar Crime 13 | Fraud Prevention and Deterrence | White-Collar Crime | 1 | 1 | What is White-Collar Crime? | According to Reiss and Biderman, __________________________ violations are those violations of law to which penalties are attached that involve the use of a violator's position of economic power, influence, or trust in the legitimate economic or political institutional order for the purpose of illegal gain, or to commit an illegal act for personal or organizational gain. | White-collar crime | Organized crime | Environmental crime | Violent crime | Though there is no consen | Though there is no consensus within the scholarly community, one definition today of white-collar crime is that proposed by Albert J. Reiss, Jr. and Albert Biderman:  White-collar crime violations are those violations of law to which penalties are attached that involve the use of a violator’s position of econom ic power, influence, or trust in the legitimate economic or political institutional order for the purpose of illegal gain, or to commit an illegal act for personal or organizational gain. 2 | 
72 | Covert Examinations 2 | Investigation | Covert Examinations | 27 | 10 | Accomplice-Witness Informants | Which of the following types of informants is directly involved in the offense? | Accomplice/witness informant | Basic lead informant | Covert informant | Participant informant | Accomplice/Witness Inform | Accomplice/Witness Informants The accomplice/witness informant is called upon by investigators quite often to provide information on criminal activity. The distinction in this category is that if the accomplice/witness informant were not feeding information to investigators, he would be liable to be prosecuted for the same offense. The accomplice informant is often persuaded to “spill the beans” on a co-conspirator in exchange for leniency in the prosecution phase of the investigation. | 
73 | Sources of Information 47 | Investigation | Sources of Information | 301 | 1 | CREDIT HEADER SEARCHES | A suspect's Social Security number can most easily be obtained through which of the following online searches? | Credit bureau header search | Voter registration search | Motor vehicle record search | Court judgment search | CREDIT HEADER SEARCHES Cr | CREDIT HEADER SEARCHES Credit header searches are among the most powerful locator tools. These searches return information from credit reports on individuals. They are a valuable source because almost all people have been involved in some credit activity either under their true names or an assumed (or known as) name. It is appropriate to keep in mind that for common names, it may be necessary to use the Social Security number or date of birth to differentiate the subject from other people with the same name. The credit bureau headers offer two search mechanisms. First, the examiner can discover a current address, an address history, and Social Security number(s) associated with the target by using a past address up to seven years old. Second, once the Social Security number is in hand, the headers can be searched for matches, because the Social Security number is a national identity number. Although Social Security numbers are protected from disclosure by the Privacy Act, it has become practically impossible for individuals to avoid disclosing them on public records. | 
74 | Data Analysis 1 | Investigation | Data Analysis | 8 | 1 | Joining Files | The ___________________ function is used to match data in a transaction file with records in a master file, such as matching invoice data in an accounts receivable file to a master list of vendors. | Join | Compliance verification | Correlation analysis | Date | Joining Files  The Join f | Joining Files  The Join function gathers together the specified parts of different data files. Joining files combines fields from two sorted input files into a third file. Join is used to match data in a transaction file with records in a master file, such as matching invoice data in an accounts receivable file to a master cluster. For example, you may need to compare two different files to find differing records between files. The following is an example of how joining two files can easily provide that information. | 
75 | Data Analysis 21 | Investigation | Data Analysis | 12 | 1 | Compliance Verification | Beta, a fraud examiner, is concerned that employees are abusing their expense accounts and are spending more than the $30 per day allowed for meals. Beta performs a data analysis on all expense reports to locate any meal expenses greater than $30. This type of data analysis function is called _______________________. | Compliance verification | Horizontal analysis | Vertical analysis | Multi-file processing | Compliance Verification T | Compliance Verification This function determines whether company policies are met by employee transactions. If a company limits the amount of its reimbursements, the software can check to see that this limit is being observed. Many times fraud examiners can find early indications of fraud by testing detail data for values above or below specified amounts. For example, when employees are out of town, do they adhere to the company policy of not spending more than $30 a day for meals? For starters, we can look at the expense reports and select those with meal expenses exceeding $30. With the in formation returned from this simple query, we have a starting point for suspecting fraud. Even though these variances are small ($2 and $3), the time taken to research small variances can be well invested. The trail might lead to something big. After further investigation, you might learn that the employee did not have supporting documentation to submit because a vendor’s sales representative paid for all the meals. If this is the case, you have two fraud suspects, the employee and the employee’s boss who approved the report. | 
76 | Data Analysis 22 | Investigation | Data Analysis | 58 | 1 | JOURNAL ENTRY GAP TESTS | Which of the following data analysis functions is most useful in testing for hidden journal entries? | Journal entry gap tests | Aging analysis | Statistical sampling | Identifying duplicates | JOURNAL ENTRY GAP TESTS G | JOURNAL ENTRY GAP TESTS Gaps may signal incomplete data processing or, in the situation of journal entries, possible hidden entries. Usually, a method of documenting these occurrences, along with a review by an independent party, is sufficient to ensure the completeness and accuracy of processing. However, it is rare that a journal entry gap test is performed in the accounting department (it is more common in the accounts payable area related to the check sequence), so this may be the first time this test is being performed. | 
77 | Data Analysis 23 | Investigation | Data Analysis | -1 | -1 | Analysts Notebook | Bob is a fraud examiner. He wants to create a chart showing the suspects in his fraud case and the relationships among them. Which of the following software tools would be the most helpful? | i2 Analyst's Notebook | ActiveData | ACL | Monarch | Analyst’s Notebook i2 Inc | Analyst’s Notebook i2 Inc. offers a professional visualization and analysis tool called Analyst’s Notebook. Analyst’s Notebook is a visual investigative analysis software program that brings clarity to complex investigations and intelligence analysis. It enables investigators and analysts to turn large volumes of disparate data into actionable intelligence. It creates charts and graphs to allow users to:  • Visualize large volumes of investigative data to understand the big picture. • Reveal patterns and hidden connections to help focus the investigation. • Create analytical charts manually or automatically generate link and timeline charts from structured data. • Communicate complex cases with intuitive briefing charts that capture and organize supporting data. | 
78 | Data Analysis 27 | Investigation | Data Analysis | 14 | 1 | Vertical Ratio Analysis | In the vertical analysis of an income statement, net sales is assigned _____________________.  All other items are expressed as a percentage of this number. | 100 percent | 75 percent | 50 percent | 25 percent | Vertical Ratio Analysis V | Vertical Ratio Analysis Vertical analysis is a technique for analyzing the relationships between the items on an income statement, balance sheet, or statement of cash flows by expressing components as percentages. In the vertical analysis of an income statement, net sales is assigned 100 percent; on a balance sheet, total assets or total liabilities and equity is assigned 100 percent. All other items are expressed as a percentage of these two numbers. | 
79 | Digital Forensics 22 | Investigation | Digital Forensics | 23 | 1 | SECURE THE EVIDENCE | When seizing a laptop computer for forensic examination, you should do which of the following first? | Remove the battery | Close the lid | Unplug the computer | Turn off the screen | Laptop computers, however | Laptop computers, however, require additional considerations. When seizing a laptop, it is important to remove the battery first and then pull the plug. It is essential when seizing a laptop to recover all of the components that belong to the laptop, such as flash drives, CD-ROMs and DVD–ROMs, and power supplies. Often, laptop computers must be imaged with their drives installed, and because of the proprietary nature of the laptops themselves, they will only function with their own components. Many  times these components can be located in the laptop carrying case. | 
80 | Digital Forensics 35 | Investigation | Digital Forensics | 49 | 11 | EnCase Forensic | Stephen wants to make an exact copy of a particular computer hard drive without disturbing the original data. Which of the following products would be most useful in performing this task? | EnCase | Microsoft Excel | ActiveData | ACL | EnCase Forensic  EnCase F | EnCase Forensic  EnCase Forensic is a computer forensics software program by Guidance Software. It gives investigators the ability to image a drive and preserve it in a forensic manner using the EnCase evidence file format (LEF or E01), a digital evidence container vetted by courts worldwide. | 
81 | Digital Forensics 36 | Investigation | Digital Forensics | 8 | 1 | PRINTERS | Often, it is necessary to examine printers as well as computers for data because printers may contain internal _____________________ that may contain information relevant to a fraud examination. | Hard drives | Phone connections | Network connections | Cartridges | In addition to using prin | In addition to using printer-spool files to recover previously printed documents, many printers have internal hard drives that may contain information relevant to a fraud examination. In general, any information sent to and stored by a printer is recoverable unless the printer has overwritten the data.  Investigation  Digital Forensics 2011 Fraud Examiners Manual    3.707 Furthermore, some printers have memory buffer — temporary storage area of jobs waiting to be printed — which may also contain important information. Information contained in memory buffer, however, is generally limited to recently created and stored data. | 
82 | Digital Forensics 39 | Investigation | Digital Forensics | 23 | 1 | SECURE THE EVIDENCE | A megabyte is equal to how many bytes of data? | 1,048,576 | 256 | 1,024 | 1,073,741,824 | All data is composed of b | All data is composed of bits (binary digits). It takes eight bits to make one byte, which is what we are commonly used to hearing when we talk about storage capacity, such as 256 megabytes. One megabyte equals 1024 kilobytes, and one kilobyte equals 1024 bytes. As you can see, one bit is a relatively infinitesimal piece of data, but it is important that not even one bit of data be altered by the forensic process. | 
83 | Illicit Transactions 10 | Investigation | Illicit Transactions | 29 | 1 | CHECK 21 | The federal law passed in 2003 that eliminated the requirement that banks return the physical check to the customer after the check has been negotiated is commonly referred to as which of the following? | Check 21 | The Electronic Check Act | Substitute Check Act | The Copy Check Act | In July 2003, Congress is | In July 2003, Congress issued final regulations regarding the availability of funds and collection of checks. These regulations, known as “Check 21,” created “substitute checks,” a type of negotiable instrument that became the legal equivalent of paper checks. This provision facilitates the efficient collection and return of checks in electronic form by alleviating the collection requirement that depository banks actually send the original paper checks to collecting banks for payment. | 
